,Floor,Number of floors,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Terrace surface,Terrace orientation,Accessible for disabled people,Intercom,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Tenement building,Address,Website,Available as of,Living room surface,Garden surface,Elevator,TV cable,Heating type,Double glazing,Garden orientation,Price,Kitchen type,Kitchen surface,Neighbourhood or locality,Construction year,Building condition,Virtual visit,Basement,Furnished,Thermic solar panels,External reference,Number of frontages,Swimming pool,Property name,Street frontage width,Dining room,Dressing room,Laundry room,Basement surface,Visio phone,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Monthly charges,Cadastral income,Agent's name,Flood zone type,Office,Armored door,Caretaker,Secure access / alarm,As built plan,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Common water heater,Total ground floor buildable,Living room,Garden,Terrace,Available date,Bedroom 4 surface,Obligation to build,How many fireplaces?,Jacuzzi,Sauna,Office surface,Professional space,Attic surface,Sea view,Attic,Internet,Type of building,Number of annexes,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Air conditioning
9248147,999,,1,1,,118m² square meters,3,,,,1,,,,,,,174 kWh/m² kilowatt hour per square meters,C,20170425007302,Not specified,16471 kWh/year,No,Grand Place 5 6792- Halanzy,http://www.cp-immo.be,After signing the deed,,,,,Fuel oil,Yes,,,,,,2007,,,Yes,No,No,5184214,,,,,,No,,,,,No,No,No,,,€ 844 844 €,Antoine DONNEAUX,,No,No,,,No,,No,No,No,Yes,118m² square meters,,,,,,,,,,,,,,,,,,,,,,,,
9248619,2,2,1,,,92m² square meters,2,,,,1,,1,,,,,217 kWh/m² kilowatt hour per square meters,C,20201201-0002345742-res-1,Not specified,Not specified,,"Stationstraat, 33 8420- De Haan",http://www.immo-belgium.be,,,,,,,No,,,,,,,,,,,,ringl80CC,,,,,,No,,,,Yes,,,,"Living area (residential, urban or rural)",,,,Non flood zone,No,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,,,
9248745,2,5,,,,201m² square meters,3,,,,3,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,No,,4320136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248748,2,,,,,112m² square meters,2,,,,2,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,No,,4320137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9248749,2,,,,,156m² square meters,3,,,,3,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,No,,4320139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248750,2,,,,,104m² square meters,2,,,,1,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,"€ 575,000 575000 €",,,,,As new,,,,,4320142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248753,3,,,,,110m² square meters,2,,,,1,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,,,4320146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9248751,3,,,,,128m² square meters,2,,,,1,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,,,4320144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248754,3,,,,,156m² square meters,3,,,,3,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,No,,4320147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248756,3,,,,,201m² square meters,3,,,,3,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,No,,4320150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9248757,4,,,,,156m² square meters,3,,,,3,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,,,4320151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9248755,3,,,,,112m² square meters,2,,,,2,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,No,,4320149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248758,4,,,,,112m² square meters,2,,,,2,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,,,4320153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9248752,3,,,,,104m² square meters,2,,,,1,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,,,4320145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248759,4,,,,,241m² square meters,3,,,,3,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,,,4320154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248777,4,,,,,201m² square meters,3,,,,3,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,"€ 1,930,319 1930319 €",,,,,As new,,,,,4320167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248762,2,,,,,110m² square meters,2,,,,1,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,,,4320159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9248775,5,,,,,290m² square meters,3,,,,3,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,No,,4320166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248767,1,,,,,128m² square meters,2,,,,2,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,,,4320162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9248779,5,,,,,201m² square meters,3,,,,3,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,,,4320169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248761,1,,,,,110m² square meters,2,,,,2,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,No,,4320156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9249016,1,,1,,Urban,112m² square meters,3,15m² square meters,15m² square meters,11m² square meters,1,1,1,2m² square meters,,,Yes,197 kWh/m² kilowatt hour per square meters,B,20130226-001317872-00000001-2,Not specified,Not specified,,Brusselsesteenweg 594 1731- Zellik,http://www.immodavid.be,After signing the deed,35m² square meters,,No,,Gas,Yes,,,USA semi equipped,10m² square meters,,1982,Good,,Yes,,,4314045,,,,10 m,,,,,,Yes,Yes,No,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248760,1,,,,,105m² square meters,2,,,,2,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,No,,4320155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9248764,2,,,,,128m² square meters,2,,,,1,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Jordaenskaai, 21 2000- Antwerpen",http://www.demeester.eu,At delivery,,,,,,,,,,,,,As new,,,,,4320160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9249292,2,,,,,82m² square meters,2,,,,1,,1,,,,,155 kWh/m² kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Dumortierlaan 89 8300- Knokke,http://www.livimmo.be,,,,,,Fuel oil,Yes,,,,,,1969,,,,,,JozefMTKCC,,,,,,No,,,,Yes,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,
9248909,3,,,,Urban,,2,40m² square meters,13m² square meters,,2,,2,32m² square meters,,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,Schepen Dejonghstraat 29 3800- Sint Truiden,,,69m² square meters,,Yes,Yes,,Yes,,"€ 758,000 758000 €",,19m² square meters,,2021,,Link to the virtual visit,,,,Residentie Astoria,,No,,,,Yes,,,Yes,Yes,,No,,Residential area with cultural historical aesthetic value,,,,,No,,No,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,
9249528,5,,,,,77m² square meters,2,,,,1,,1,3m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Zeedijk 63 8430- Middelkerke,http://www.depoorter.be,,,,Yes,,,,,,Installed,,,2022,,,Yes,No,,3168 - 1306546,,,VISION 0501,,,,,,,,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249522,1,12,,,,108m² square meters,3,,,,1,,1,21m² square meters,,,,305 kWh/m² kilowatt hour per square meters,F,20110816-0000007951-01-8,85 kg CO₂/m²,Not specified,No,Rue de Stalle 288C 1180- Uccle,http://www.propertyone.be,After signing the deed,,,Yes,,,Yes,,,,,,1965,,,Yes,No,,14639 - 4138388,3,,,,,,,,,,,,,,€ 222 222 €,"€ 1,524 1524 €",,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249532,9,10,,,,118m² square meters,2,,,,1,,1,31m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Zeedijk 63 8430- Middelkerke,http://www.depoorter.be,,,,Yes,,,,,,Installed,,,2022,,,Yes,No,,3172 - 1306546,,,VISION 0901,,,,,,,,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249531,8,,,,,77m² square meters,2,,,,1,,1,3m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Zeedijk 63 8430- Middelkerke,http://www.depoorter.be,,,,Yes,,,,,,Installed,,,2022,,,Yes,No,,3171 - 1306546,,,VISION 0801,,,,,,,,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249529,6,,,,,77m² square meters,2,,,,1,,1,3m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Zeedijk 63 8430- Middelkerke,http://www.depoorter.be,,,,Yes,,,,,,Installed,,,2022,,,Yes,No,,3169 - 1306546,,,VISION 0601,,,,,,,,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249530,7,,,,,77m² square meters,2,,,,1,,1,3m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Zeedijk 63 8430- Middelkerke,http://www.depoorter.be,,,,Yes,,,,,,Installed,,,2022,,,Yes,No,,3170 - 1306546,,,VISION 0701,,,,,,,,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249533,1,,,,,77m² square meters,2,,,,1,,1,3m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Zeedijk 63 8430- Middelkerke,http://www.depoorter.be,,,,Yes,,,,,"€ 485,000 485000 €",Installed,,,2022,,,Yes,No,,3173 - 1306546,,,VISION 0101,,,,,,,,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250116,8,10,,,,112m² square meters,3,,,,1,,1,,,No,No,198 kWh/m² kilowatt hour per square meters,B,20200629-0002287831-RES-1,Not specified,Not specified,No,Franchommelaan 72 8370- Blankenberge,http://www.immo-belgium.be,,,,Yes,Yes,,No,,,,,,1987,To be done up,,,,,Portofino 0801C,,No,,,Yes,No,,,No,Yes,,,No,"Living area (residential, urban or rural)",,"€ 1,100 1100 €",,,No,,No,No,,,,,,,,Yes,,Yes,,,No,,,,,,,,,,,,,,,,,,
9250795,3,,,,Urban,164m² square meters,3,,,,2,,1,115m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22B.3.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249535,2,,,,,77m² square meters,2,,,,1,,1,3m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Zeedijk 63 8430- Middelkerke,http://www.depoorter.be,,,,Yes,,,,,"€ 485,000 485000 €",Installed,,,2022,,,Yes,No,,3175 - 1306546,,,VISION 0201,,,,,,,,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250793,3,,,,Urban,94m² square meters,2,,,,1,,1,24m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 360,000 360000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22A.3.02,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250794,3,,,,Urban,106m² square meters,2,,,,1,,1,32m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22A.3.03,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249534,3,,,,,77m² square meters,2,,,,1,,1,3m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Zeedijk 63 8430- Middelkerke,http://www.depoorter.be,,,,Yes,,,,,,Installed,,,2022,,,Yes,No,,3174 - 1306546,,,VISION 0301,,,,,,,,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250796,3,,,,Urban,97m² square meters,2,,,,1,,1,22m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22A.3.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250797,2,,,,Urban,97m² square meters,2,,,,1,,1,22m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22B.2.03,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249536,4,,,,,77m² square meters,2,,,,1,,1,3m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Zeedijk 63 8430- Middelkerke,http://www.depoorter.be,,,,Yes,,,,,,Installed,,,2022,,,Yes,No,,3176 - 1306546,,,VISION 0401,,,,,,,,No,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250800,2,,,,Urban,105m² square meters,2,,,,1,,1,33m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22A.2.03,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250801,2,,,,Urban,94m² square meters,2,,,,1,,1,27m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22A.2.02,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250798,2,,,,Urban,94m² square meters,2,,,,1,,1,27m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 350,000 350000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22B.2.02,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250803,1,,,,Urban,97m² square meters,2,,,,1,,1,22m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22B.1.03,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250806,1,,,,Urban,94m² square meters,2,,,,1,,1,32m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 385,000 385000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22A.1.03,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250802,2,,,,Urban,97m² square meters,2,,,,1,,1,22m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 351,000 351000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22A.2.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250799,2,,,,Urban,106m² square meters,2,,,,1,,1,32m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 391,000 391000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22B.2.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250805,1,,,,Urban,106m² square meters,2,,,,1,,1,32m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 385,000 385000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22B.1.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250808,1,,,,Urban,97m² square meters,2,,,,1,,1,22m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 345,000 345000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22A.1.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250807,1,,,,Urban,94m² square meters,2,,,,1,,1,24m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 335,000 335000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22A.1.02,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250804,1,,,,Urban,94m² square meters,2,,,,1,,1,23m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22B.1.02,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250823,2,,,,Urban,92m² square meters,2,,,,1,,1,27m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22.2.02,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250819,3,,,,Urban,92m² square meters,2,,,,1,,1,24m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 343,000 343000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.3.02,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250817,3,,,,Urban,121m² square meters,3,,,,2,,1,35m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22.3.04,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250816,4,,,,Urban,117m² square meters,2,,,,1,,1,75m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 565,000 565000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.4.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250815,4,,,,Urban,155m² square meters,3,,,,2,,1,82m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 735,000 735000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.4.02,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250824,2,,,,Urban,77m² square meters,1,,,,1,,1,19m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 288,000 288000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.2.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250820,3,,,,Urban,77m² square meters,1,,,,1,,1,20m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,,Installed,,,,As new,,,No,,D8000-NBW-A1509-22.3.01,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250825,1,,,,Urban,121m² square meters,3,,,,2,,1,23m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 440,000 440000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.1.04,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250822,2,,,,Urban,110m² square meters,2,,,,1,,1,26m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 396,000 396000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.2.03,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250818,3,,,,Urban,103m² square meters,2,,,,1,,1,36m² square meters,,No,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,http://www.dewaele.com,,,,Yes,,,,,"€ 399,000 399000 €",Installed,,,,As new,,,No,,D8000-NBW-A1509-22.3.03,4,No,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,,Recognized flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
